ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0002041123-24-000001	021-528059               	29-OCT-2024		X0708	D	LIVE		
0002042782-24-000001	021-528058               	29-OCT-2024		X0708	D	LIVE		
0002042987-24-000001	021-528057               	29-OCT-2024		X0708	D	LIVE		
0001976427-24-000001	021-480871               	29-OCT-2024		X0708	D/A	LIVE		
0002025725-24-000001	021-528056               	29-OCT-2024		X0708	D	LIVE		
0001999537-24-000002	021-528055               	29-OCT-2024		X0708	D	LIVE		
0001788351-24-000002	021-528054               	29-OCT-2024		X0708	D	LIVE		
0002042369-24-000001	021-528053               	29-OCT-2024		X0708	D	LIVE		
0002042449-24-000001	021-528052               	29-OCT-2024		X0708	D	LIVE		
0001943342-24-000003	021-456260               	29-OCT-2024		X0708	D/A	LIVE		
0002041344-24-000001	021-528051               	29-OCT-2024		X0708	D	LIVE		
0001998764-24-000001	021-528050               	29-OCT-2024		X0708	D	LIVE		
0000908662-24-000016	021-165551               	29-OCT-2024		X0708	D/A	LIVE		
0002041125-24-000001	021-528049               	29-OCT-2024		X0708	D	LIVE		
0002041246-24-000001	021-528048               	29-OCT-2024		X0708	D	LIVE		
0002042666-24-000001	021-528047               	29-OCT-2024		X0708	D	LIVE		
0002042710-24-000001	021-528046               	29-OCT-2024		X0708	D	LIVE		
0002042374-24-000001	021-528045               	29-OCT-2024		X0708	D	LIVE		
0002026005-24-000009	021-515290               	29-OCT-2024		X0708	D/A	LIVE		
0002040989-24-000001	021-528044               	29-OCT-2024		X0708	D	LIVE		
0000908662-24-000015	021-165555               	29-OCT-2024		X0708	D/A	LIVE		
0002042373-24-000001	021-528043               	29-OCT-2024		X0708	D	LIVE		
0002041415-24-000001	021-528042               	29-OCT-2024		X0708	D	LIVE		
0001493152-24-042805	021-528041               	29-OCT-2024	8731	X0708	D	LIVE		
0001939966-24-000001	021-528040               	29-OCT-2024		X0708	D	LIVE		
0002040918-24-000002	021-528039               	29-OCT-2024		X0708	D	LIVE		
0001200876-24-000027	021-528038               	29-OCT-2024		X0708	D	LIVE		
0001922918-24-000001	021-442509               	29-OCT-2024		X0708	D/A	LIVE		
0001757435-24-000001	021-528037               	29-OCT-2024		X0708	D	LIVE		
0002042864-24-000001	021-528036               	29-OCT-2024		X0708	D	LIVE		
0002028660-24-000002	021-528035               	29-OCT-2024		X0708	D	LIVE		
0002042793-24-000001	021-528034               	29-OCT-2024		X0708	D	LIVE		
0002042860-24-000002	021-528033               	29-OCT-2024		X0708	D	LIVE		
0002042920-24-000002	021-528032               	29-OCT-2024		X0708	D	LIVE		
0001773095-24-000003	021-528031               	29-OCT-2024		X0708	D	LIVE		
0002042860-24-000001	021-528030               	29-OCT-2024		X0708	D	LIVE		
0001932842-24-000001	021-448325               	29-OCT-2024		X0708	D/A	LIVE		
0001841356-24-000399	021-528029               	29-OCT-2024		X0708	D	LIVE		
0002026677-24-000001	021-528028               	29-OCT-2024		X0708	D	LIVE		
0001586327-24-000001	021-204526               	29-OCT-2024		X0708	D/A	LIVE		
0001991227-24-000003	021-495077               	29-OCT-2024		X0708	D/A	LIVE		
0001741965-24-000002	021-528027               	29-OCT-2024		X0708	D	LIVE		
0002042245-24-000001	021-528026               	29-OCT-2024		X0708	D	LIVE		
0002042881-24-000001	021-528025               	29-OCT-2024		X0708	D	LIVE		
0000908662-24-000014	021-349970               	29-OCT-2024		X0708	D/A	LIVE		
0001945278-24-000005	021-528024               	29-OCT-2024	6500	X0708	D	LIVE		
0002042968-24-000001	021-528023               	29-OCT-2024		X0708	D	LIVE		
0002042924-24-000001	021-528022               	29-OCT-2024		X0708	D	LIVE		
0000908662-24-000013	021-202998               	29-OCT-2024		X0708	D/A	LIVE		
0002042246-24-000001	021-528021               	29-OCT-2024		X0708	D	LIVE		
0002042808-24-000001	021-528020               	29-OCT-2024		X0708	D	LIVE		
0002024197-24-000002	021-515359               	29-OCT-2024		X0708	D/A	LIVE		
0002042803-24-000001	021-528019               	29-OCT-2024		X0708	D	LIVE		
0002042801-24-000001	021-528018               	29-OCT-2024		X0708	D	LIVE		
0002040163-24-000001	021-528017               	29-OCT-2024		X0708	D	LIVE		
0001952070-24-000003	021-528016               	29-OCT-2024		X0708	D	LIVE		
0000908662-24-000012	021-178069               	29-OCT-2024		X0708	D/A	LIVE		
0002042807-24-000001	021-528015               	29-OCT-2024		X0708	D	LIVE		
0002042328-24-000002	021-528014               	29-OCT-2024		X0708	D	LIVE		
0000945621-24-000827	021-528013               	29-OCT-2024		X0708	D	LIVE		
0002016652-24-000003	021-528009               	29-OCT-2024		X0708	D/A	LIVE		
0000945621-24-000826	021-528012               	29-OCT-2024		X0708	D	LIVE		
0002042804-24-000001	021-528011               	29-OCT-2024		X0708	D	LIVE		
0001461859-24-000018	021-528010               	29-OCT-2024		X0708	D	LIVE		
0002016652-24-000002	021-528009               	29-OCT-2024		X0708	D	LIVE		
0002042805-24-000002	021-528008               	29-OCT-2024		X0708	D	LIVE		
0002042841-24-000001	021-528007               	29-OCT-2024		X0708	D	LIVE		
0001902972-24-000003	021-528006               	29-OCT-2024		X0708	D	LIVE		
0001890875-24-000001	021-418890               	29-OCT-2024		X0708	D/A	LIVE		
0000902664-24-006026	021-528005               	29-OCT-2024		X0708	D	LIVE		
0002031962-24-000011	021-520276               	29-OCT-2024		X0708	D/A	LIVE		
0002027086-24-000003	021-516382               	29-OCT-2024		X0708	D/A	LIVE		
0001856479-24-000001	021-528004               	29-OCT-2024		X0708	D	LIVE		
0001729559-24-000002	021-492828               	29-OCT-2024		X0708	D/A	LIVE		
0001674507-24-000001	021-528003               	29-OCT-2024		X0708	D	LIVE		
0001564466-24-000002	021-209857               	29-OCT-2024		X0708	D/A	LIVE		
0001333636-24-000002	021-79272                	29-OCT-2024		X0708	D/A	LIVE		
0001958467-24-000001	021-528002               	29-OCT-2024		X0708	D	LIVE		
0002018356-24-000003	021-528001               	29-OCT-2024		X0708	D	LIVE		
0002039095-24-000002	021-527997               	29-OCT-2024		X0708	D/A	LIVE		
0001869335-24-000001	021-528000               	29-OCT-2024		X0708	D	LIVE		
0001998624-24-000002	021-495975               	29-OCT-2024		X0708	D/A	LIVE		
0002031355-24-000001	021-527999               	29-OCT-2024		X0708	D	LIVE		
0001998297-24-000003	021-495950               	29-OCT-2024		X0708	D/A	LIVE		
0002017861-24-000002	021-527998               	29-OCT-2024		X0708	D	LIVE		
0001952912-24-000001	021-464336               	29-OCT-2024		X0708	D/A	LIVE		
0002039095-24-000001	021-527997               	29-OCT-2024		X0708	D	LIVE		
0002017927-24-000002	021-527996               	29-OCT-2024		X0708	D	LIVE		
0001553997-24-000022	021-527995               	29-OCT-2024	8731	X0708	D	LIVE		
0001995607-24-000001	021-493399               	29-OCT-2024		X0708	D/A	LIVE		
0001992569-24-000002	021-499077               	29-OCT-2024		X0708	D/A	LIVE		
0001886585-24-000002	021-527994               	29-OCT-2024		X0708	D	LIVE		
0002042555-24-000001	021-527993               	29-OCT-2024		X0708	D	LIVE		
0002042600-24-000001	021-527983               	29-OCT-2024		X0708	D	LIVE		
0001683168-24-007418	021-527987               	29-OCT-2024		X0708	D	LIVE		
0002041218-24-000002	021-527982               	29-OCT-2024		X0708	D	LIVE		
0002042859-24-000001	021-527978               	29-OCT-2024		X0708	D	LIVE		
0002038971-24-000002	021-527979               	29-OCT-2024		X0708	D	LIVE		
0002041973-24-000001	021-527992               	29-OCT-2024		X0708	D	LIVE		
0002042488-24-000001	021-527991               	29-OCT-2024		X0708	D	LIVE		
0001213900-24-091300	021-516263               	29-OCT-2024		X0708	D/A	LIVE		
0002034711-24-000001	021-527984               	29-OCT-2024		X0708	D	LIVE		
0000897069-24-002062	021-527988               	29-OCT-2024		X0708	D	LIVE		
0002041806-24-000002	021-527990               	29-OCT-2024		X0708	D	LIVE		
0002041806-24-000001	021-527989               	29-OCT-2024		X0708	D	LIVE		
0002042846-24-000001	021-527986               	29-OCT-2024		X0708	D	LIVE		
0002042788-24-000001	021-527980               	29-OCT-2024		X0708	D	LIVE		
0000950103-24-015452	021-527981               	29-OCT-2024		X0708	D	LIVE		
0002042489-24-000008	021-527780               	29-OCT-2024		X0708	D/A	LIVE		
0001213900-24-091298	021-524327               	29-OCT-2024		X0708	D/A	LIVE		
0002042768-24-000001	021-527985               	29-OCT-2024		X0708	D	LIVE		
0001823096-24-000001	021-527977               	28-OCT-2024		X0708	D	LIVE		
0001012975-24-000458	021-527976               	28-OCT-2024		X0708	D	LIVE		
0001951620-24-000004	021-526144               	28-OCT-2024		X0708	D/A	LIVE		
0001820156-24-000002	021-480598               	28-OCT-2024		X0708	D/A	LIVE		
0002014163-24-000002	021-507189               	28-OCT-2024		X0708	D/A	LIVE		
0001806069-24-000001	021-527975               	28-OCT-2024		X0708	D	LIVE		
0000950103-24-015445	021-527974               	28-OCT-2024		X0708	D	LIVE		
0001856046-24-000002	021-527973               	28-OCT-2024		X0708	D	LIVE		
0000950103-24-015444	021-527972               	28-OCT-2024		X0708	D	LIVE		
0002042391-24-000001	021-527971               	28-OCT-2024		X0708	D	LIVE		
0002039316-24-000001	021-527970               	28-OCT-2024		X0708	D	LIVE		
0001493152-24-042710	021-527969               	28-OCT-2024	2834	X0708	D	LIVE		
0001951739-24-000001	021-463972               	28-OCT-2024		X0708	D/A	LIVE		
0000912282-24-000715	021-527968               	28-OCT-2024		X0708	D	LIVE		
0002034478-24-000001	021-527967               	28-OCT-2024		X0708	D	LIVE		
0002031573-24-000003	021-527966               	28-OCT-2024		X0708	D	LIVE		
0001885307-24-000001	021-415165               	28-OCT-2024		X0708	D/A	LIVE		
0002042884-24-000001	021-527965               	28-OCT-2024		X0708	D	LIVE		
0002007560-24-000064	021-527964               	28-OCT-2024		X0708	D	LIVE		
0002026681-24-000002	021-527963               	28-OCT-2024		X0708	D	LIVE		
0001975428-24-000001	021-527962               	28-OCT-2024		X0708	D	LIVE		
0001008886-24-000306	021-527961               	28-OCT-2024		X0708	D	LIVE		
0002007560-24-000063	021-527960               	28-OCT-2024		X0708	D	LIVE		
0001984096-24-000007	021-461842               	28-OCT-2024		X0708	D/A	LIVE		
0001885338-24-000001	021-415155               	28-OCT-2024		X0708	D/A	LIVE		
0001984096-24-000006	021-461836               	28-OCT-2024		X0708	D/A	LIVE		
0001834080-24-000001	021-527959               	28-OCT-2024		X0708	D	LIVE		
0001973587-24-000001	021-487802               	28-OCT-2024		X0708	D/A	LIVE		
0001987429-24-000001	021-495892               	28-OCT-2024		X0708	D/A	LIVE		
0001973575-24-000001	021-487838               	28-OCT-2024		X0708	D/A	LIVE		
0001997630-24-000001	021-495774               	28-OCT-2024		X0708	D/A	LIVE		
0002025397-24-000003	021-496024               	28-OCT-2024		X0708	D/A	LIVE		
0002001814-24-000001	021-498897               	28-OCT-2024		X0708	D/A	LIVE		
0002042664-24-000001	021-527958               	28-OCT-2024		X0708	D	LIVE		
0001675140-24-000003	021-527957               	28-OCT-2024		X0708	D	LIVE		
0002042705-24-000001	021-527956               	28-OCT-2024		X0708	D	LIVE		
0002042063-24-000001	021-527955               	28-OCT-2024		X0708	D	LIVE		
0002033309-24-000001	021-527954               	28-OCT-2024		X0708	D	LIVE		
0002042440-24-000001	021-527953               	28-OCT-2024		X0708	D	LIVE		
0001979414-24-000002	021-527952               	28-OCT-2024	2834	X0708	D	LIVE		
0002042746-24-000001	021-527951               	28-OCT-2024		X0708	D	LIVE		
0001984096-24-000005	021-495622               	28-OCT-2024		X0708	D/A	LIVE		
0001817009-24-000001	021-377559               	28-OCT-2024		X0708	D/A	LIVE		
0001846012-24-000007	021-527950               	28-OCT-2024		X0708	D	LIVE		
0001984096-24-000004	021-495619               	28-OCT-2024		X0708	D/A	LIVE		
0001984096-24-000003	021-459765               	28-OCT-2024		X0708	D/A	LIVE		
0001986811-24-000001	021-488489               	28-OCT-2024		X0708	D/A	LIVE		
0001984096-24-000002	021-459769               	28-OCT-2024		X0708	D/A	LIVE		
0001880969-24-000002	021-527949               	28-OCT-2024		X0708	D	LIVE		
0001724273-24-000003	021-527948               	28-OCT-2024		X0708	D	LIVE		
0001836983-24-000001	021-425035               	28-OCT-2024		X0708	D/A	LIVE		
0001012975-24-000457	021-527947               	28-OCT-2024		X0708	D	LIVE		
0001865398-24-000005	021-527946               	28-OCT-2024		X0708	D	LIVE		
0001140139-24-000001	021-418809               	28-OCT-2024		X0708	D/A	LIVE		
0000950172-24-000447	021-521675               	28-OCT-2024		X0708	D/A	LIVE		
0002042149-24-000001	021-527945               	28-OCT-2024		X0708	D	LIVE		
0001589076-24-000001	021-204742               	28-OCT-2024		X0708	D/A	LIVE		
0001817015-24-000001	021-377563               	28-OCT-2024		X0708	D/A	LIVE		
0001986601-24-000001	021-527944               	28-OCT-2024		X0708	D	LIVE		
0001886413-24-000001	021-420255               	28-OCT-2024		X0708	D/A	LIVE		
0001405359-24-000001	021-527943               	28-OCT-2024		X0708	D	LIVE		
0001886415-24-000001	021-420218               	28-OCT-2024		X0708	D/A	LIVE		
0001871190-24-000001	021-406014               	28-OCT-2024		X0708	D/A	LIVE		
0002042866-24-000001	021-527942               	28-OCT-2024		X0708	D	LIVE		
0002035748-24-000005	021-525503               	28-OCT-2024		X0708	D/A	LIVE		
0001934970-24-000002	021-450027               	28-OCT-2024		X0708	D/A	LIVE		
0002042711-24-000001	021-527941               	28-OCT-2024		X0708	D	LIVE		
0001746030-24-000001	021-316594               	28-OCT-2024		X0708	D/A	LIVE		
0002042769-24-000001	021-527940               	28-OCT-2024		X0708	D	LIVE		
0002041811-24-000001	021-527939               	28-OCT-2024		X0708	D	LIVE		
0001736524-24-000001	021-527938               	28-OCT-2024		X0708	D	LIVE		
0001934970-24-000001	021-450023               	28-OCT-2024		X0708	D/A	LIVE		
0001865398-24-000004	021-527937               	28-OCT-2024		X0708	D	LIVE		
0002042813-24-000001	021-527936               	28-OCT-2024		X0708	D	LIVE		
0002038730-24-000001	021-527935               	28-OCT-2024		X0708	D	LIVE		
0002035742-24-000005	021-525492               	28-OCT-2024		X0708	D/A	LIVE		
0002042833-24-000001	021-527934               	28-OCT-2024		X0708	D	LIVE		
0001799919-24-000004	021-527933               	28-OCT-2024		X0708	D	LIVE		
0001756918-24-000002	021-325140               	28-OCT-2024		X0708	D/A	LIVE		
0001756918-24-000001	021-379729               	28-OCT-2024		X0708	D/A	LIVE		
0002041804-24-000001	021-527932               	28-OCT-2024		X0708	D	LIVE		
0001315863-24-000777	021-425526               	28-OCT-2024		X0708	D/A	LIVE		
0000926061-24-000001	021-174928               	28-OCT-2024		X0708	D/A	LIVE		
0000765572-24-000001	021-173597               	28-OCT-2024		X0708	D/A	LIVE		
0001315863-24-000776	021-462892               	28-OCT-2024		X0708	D/A	LIVE		
0002032376-24-000002	021-524931               	28-OCT-2024		X0708	D/A	LIVE		
0001589733-24-000001	021-206411               	28-OCT-2024		X0708	D/A	LIVE		
0001104659-24-111718	021-527931               	28-OCT-2024		X0708	D	LIVE		
0001841053-24-000002	021-527930               	28-OCT-2024		X0708	D	LIVE		
0002036400-24-000001	021-527929               	28-OCT-2024		X0708	D	LIVE		
0001012975-24-000456	021-462986               	28-OCT-2024		X0708	D/A	LIVE		
0000911420-24-000218	021-527928               	28-OCT-2024		X0708	D	LIVE		
0001012975-24-000455	021-462995               	28-OCT-2024		X0708	D/A	LIVE		
0002042771-24-000001	021-527927               	28-OCT-2024		X0708	D	LIVE		
0002041802-24-000001	021-527926               	28-OCT-2024		X0708	D	LIVE		
0001845068-24-000002	021-527925               	28-OCT-2024		X0708	D	LIVE		
0002039653-24-000001	021-527924               	28-OCT-2024		X0708	D	LIVE		
0001759923-24-000002	021-326664               	28-OCT-2024		X0708	D/A	LIVE		
0000811211-24-000001	021-527923               	28-OCT-2024	6022	X0708	D	LIVE		
0001563268-24-000001	021-187709               	28-OCT-2024		X0708	D/A	LIVE		
0001706676-24-000003	021-527922               	28-OCT-2024		X0708	D	LIVE		
0002031962-24-000010	021-520276               	28-OCT-2024		X0708	D/A	LIVE		
0002042773-24-000001	021-527921               	28-OCT-2024		X0708	D	LIVE		
0001811355-24-000001	021-527920               	28-OCT-2024		X0708	D	LIVE		
0002042713-24-000001	021-527919               	28-OCT-2024		X0708	D	LIVE		
0002042754-24-000001	021-527918               	28-OCT-2024		X0708	D	LIVE		
0002038528-24-000001	021-527917               	28-OCT-2024		X0708	D	LIVE		
0001137439-24-001460	021-527916               	28-OCT-2024		X0708	D	LIVE		
0001619640-24-000002	021-225486               	28-OCT-2024		X0708	D/A	LIVE		
0002038532-24-000001	021-527915               	28-OCT-2024		X0708	D	LIVE		
0002042675-24-000002	021-527914               	28-OCT-2024		X0708	D	LIVE		
0001123292-24-000326	021-527913               	28-OCT-2024		X0708	D	LIVE		
0002042012-24-000001	021-527912               	28-OCT-2024		X0708	D	LIVE		
0001562530-24-000002	021-527911               	28-OCT-2024		X0708	D	LIVE		
0001199835-24-000466	021-527910               	28-OCT-2024	2834	X0708	D	LIVE		
0002040452-24-000001	021-527909               	28-OCT-2024		X0708	D	LIVE		
0002042723-24-000001	021-527908               	28-OCT-2024		X0708	D	LIVE		
0002042505-24-000001	021-527907               	28-OCT-2024		X0708	D	LIVE		
0002042455-24-000001	021-527906               	28-OCT-2024		X0708	D	LIVE		
0002042489-24-000007	021-527904               	28-OCT-2024		X0708	D	LIVE		
0002042489-24-000004	021-527902               	28-OCT-2024		X0708	D	LIVE		
0002042643-24-000001	021-527905               	28-OCT-2024		X0708	D	LIVE		
0002042489-24-000002	021-527899               	28-OCT-2024		X0708	D	LIVE		
0002028925-24-000003	021-526224               	28-OCT-2024		X0708	D/A	LIVE		
0002042755-24-000001	021-527900               	28-OCT-2024		X0708	D	LIVE		
0001832780-24-000001	021-382687               	28-OCT-2024		X0708	D/A	LIVE		
0002042489-24-000006	021-527903               	28-OCT-2024		X0708	D	LIVE		
0001779623-24-000002	021-501885               	28-OCT-2024		X0708	D/A	LIVE		
0001918749-24-000004	021-399210               	28-OCT-2024		X0708	D/A	LIVE		
0001709707-24-000001	021-393554               	28-OCT-2024		X0708	D/A	LIVE		
0002042489-24-000003	021-527901               	28-OCT-2024		X0708	D	LIVE		
0001958024-24-000001	021-474049               	28-OCT-2024		X0708	D/A	LIVE		
0001918749-24-000003	021-462321               	28-OCT-2024		X0708	D/A	LIVE		
0002013101-24-000003	021-509231               	28-OCT-2024		X0708	D/A	LIVE		
0002042092-24-000001	021-527898               	28-OCT-2024		X0708	D	LIVE		
0001553997-24-000021	021-527897               	28-OCT-2024	8731	X0708	D	LIVE		
0001957802-24-000001	021-474054               	28-OCT-2024		X0708	D/A	LIVE		
0001972524-24-000002	021-478814               	25-OCT-2024		X0708	D/A	LIVE		
0001096906-24-002026	021-527896               	25-OCT-2024	1311	X0708	D	LIVE		
0001972524-24-000001	021-478815               	25-OCT-2024		X0708	D/A	LIVE		
0001918749-24-000002	021-495560               	25-OCT-2024		X0708	D/A	LIVE		
0001997279-24-000001	021-495721               	25-OCT-2024		X0708	D/A	LIVE		
0001824293-24-000144	021-527895               	25-OCT-2024	2834	X0708	D	LIVE		
0001918749-24-000001	021-445302               	25-OCT-2024		X0708	D/A	LIVE		
0001663577-24-000271	021-527814               	25-OCT-2024	6770	X0708	D/A	LIVE		
0000945621-24-000825	021-324936               	25-OCT-2024		X0708	D/A	LIVE		
0001727689-24-000130	021-527894               	25-OCT-2024	1000	X0708	D	LIVE		
0001493152-24-042556	021-527893               	25-OCT-2024		X0708	D	LIVE		
0001727689-24-000129	021-527892               	25-OCT-2024	1000	X0708	D	LIVE		
0001727689-24-000128	021-527891               	25-OCT-2024	1000	X0708	D	LIVE		
0002033725-24-000003	021-521401               	25-OCT-2024		X0708	D/A	LIVE		
0001475045-24-000010	021-516243               	25-OCT-2024		X0708	D/A	LIVE		
0001731122-24-001659	021-527890               	25-OCT-2024	6770	X0708	D	LIVE		
0002041888-24-000001	021-527889               	25-OCT-2024		X0708	D	LIVE		
0001893785-24-000001	021-527888               	25-OCT-2024		X0708	D	LIVE		
0002042265-24-000005	021-527887               	25-OCT-2024		X0708	D	LIVE		
0002042265-24-000004	021-527886               	25-OCT-2024		X0708	D	LIVE		
0002042265-24-000003	021-527885               	25-OCT-2024		X0708	D	LIVE		
0002042265-24-000002	021-527884               	25-OCT-2024		X0708	D	LIVE		
0002042265-24-000001	021-527883               	25-OCT-2024		X0708	D	LIVE		
0001901849-24-000001	021-427084               	25-OCT-2024		X0708	D/A	LIVE		
0002038889-24-000001	021-527882               	25-OCT-2024		X0708	D	LIVE		
0002041093-24-000001	021-527881               	25-OCT-2024		X0708	D	LIVE		
0002042357-24-000002	021-527857               	25-OCT-2024		X0708	D/A	LIVE		
0000950103-24-015403	021-527880               	25-OCT-2024		X0708	D	LIVE		
0000950103-24-015402	021-527879               	25-OCT-2024		X0708	D	LIVE		
0002027042-24-000005	021-484774               	25-OCT-2024		X0708	D/A	LIVE		
0001013594-24-000846	021-527878               	25-OCT-2024		X0708	D	LIVE		
0001984043-24-000001	021-486481               	25-OCT-2024		X0708	D/A	LIVE		
0002042759-24-000001	021-527877               	25-OCT-2024		X0708	D	LIVE		
0002030224-24-000002	021-527876               	25-OCT-2024		X0708	D	LIVE		
0002040883-24-000001	021-527875               	25-OCT-2024		X0708	D	LIVE		
0002038884-24-000002	021-527874               	25-OCT-2024		X0708	D	LIVE		
0002040882-24-000001	021-527873               	25-OCT-2024		X0708	D	LIVE		
0002041414-24-000001	021-527872               	25-OCT-2024		X0708	D	LIVE		
0001901270-24-000001	021-527871               	25-OCT-2024		X0708	D	LIVE		
0002024775-24-000002	021-527870               	25-OCT-2024		X0708	D	LIVE		
0002024775-24-000001	021-527869               	25-OCT-2024		X0708	D	LIVE		
0001889789-24-000001	021-418046               	25-OCT-2024		X0708	D/A	LIVE		
0001889720-24-000001	021-418039               	25-OCT-2024		X0708	D/A	LIVE		
0002034645-24-000001	021-527868               	25-OCT-2024		X0708	D	LIVE		
0001671169-24-000001	021-260630               	25-OCT-2024		X0708	D/A	LIVE		
0001829403-24-000001	021-378737               	25-OCT-2024		X0708	D/A	LIVE		
0001787654-24-000002	021-527867               	25-OCT-2024		X0708	D	LIVE		
0001799546-24-000001	021-527866               	25-OCT-2024		X0708	D	LIVE		
0002040617-24-000001	021-527865               	25-OCT-2024		X0708	D	LIVE		
0001683168-24-007383	021-527864               	25-OCT-2024		X0708	D	LIVE		
0001620971-24-000001	021-527863               	25-OCT-2024		X0708	D	LIVE		
0002042401-24-000002	021-527759               	25-OCT-2024		X0708	D/A	LIVE		
0001953453-24-000001	021-495630               	25-OCT-2024		X0708	D/A	LIVE		
0001953913-24-000001	021-495631               	25-OCT-2024		X0708	D/A	LIVE		
0002042548-24-000001	021-527862               	25-OCT-2024		X0708	D	LIVE		
0001856215-24-000001	021-527861               	25-OCT-2024		X0708	D	LIVE		
0002041776-24-000002	021-527860               	25-OCT-2024		X0708	D	LIVE		
0001884934-24-000003	021-527859               	25-OCT-2024		X0708	D	LIVE		
0002041881-24-000001	021-527858               	25-OCT-2024		X0708	D	LIVE		
0002042357-24-000001	021-527857               	25-OCT-2024		X0708	D	LIVE		
0001706687-24-000001	021-287191               	25-OCT-2024		X0708	D/A	LIVE		
0001670900-24-000001	021-260339               	25-OCT-2024		X0708	D/A	LIVE		
0001797513-24-000001	021-527856               	25-OCT-2024		X0708	D	LIVE		
0002041702-24-000001	021-527855               	25-OCT-2024		X0708	D	LIVE		
0001827873-24-000001	021-378964               	25-OCT-2024		X0708	D/A	LIVE		
0001858239-24-000001	021-397009               	25-OCT-2024		X0708	D/A	LIVE		
0001791394-24-000001	021-351236               	25-OCT-2024		X0708	D/A	LIVE		
0002042511-24-000001	021-527854               	25-OCT-2024		X0708	D	LIVE		
0000929638-24-003582	021-527853               	25-OCT-2024		X0708	D	LIVE		
0002042299-24-000001	021-527852               	25-OCT-2024		X0708	D	LIVE		
0001858302-24-000001	021-397007               	25-OCT-2024		X0708	D/A	LIVE		
0002032193-24-000001	021-527851               	25-OCT-2024		X0708	D	LIVE		
0002041616-24-000001	021-527850               	25-OCT-2024		X0708	D	LIVE		
0000919574-24-006038	021-379824               	25-OCT-2024		X0708	D/A	LIVE		
0002034034-24-000002	021-527849               	25-OCT-2024		X0708	D	LIVE		
0002027554-24-000001	021-527848               	25-OCT-2024		X0708	D	LIVE		
0001735970-24-000001	021-310104               	25-OCT-2024		X0708	D/A	LIVE		
0002042388-24-000001	021-527847               	25-OCT-2024		X0708	D	LIVE		
0002011760-24-000001	021-527846               	25-OCT-2024		X0708	D	LIVE		
0002038042-24-000001	021-527845               	25-OCT-2024		X0708	D	LIVE		
0002041763-24-000002	021-527844               	25-OCT-2024		X0708	D	LIVE		
0002011758-24-000001	021-527843               	25-OCT-2024		X0708	D	LIVE		
0002042696-24-000001	021-527842               	25-OCT-2024		X0708	D	LIVE		
0001828710-24-000001	021-378314               	25-OCT-2024		X0708	D/A	LIVE		
0001784576-24-000001	021-352069               	25-OCT-2024		X0708	D/A	LIVE		
0001997858-24-000001	021-527841               	25-OCT-2024		X0708	D	LIVE		
0002042441-24-000001	021-527840               	25-OCT-2024		X0708	D	LIVE		
0001990468-24-000001	021-495790               	25-OCT-2024		X0708	D/A	LIVE		
0001996052-24-000001	021-496172               	25-OCT-2024		X0708	D/A	LIVE		
0001921948-24-000001	021-527839               	25-OCT-2024		X0708	D	LIVE		
0001984579-24-000003	021-486694               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005999	021-527838               	25-OCT-2024		X0708	D	LIVE		
0001990545-24-000001	021-495791               	25-OCT-2024		X0708	D/A	LIVE		
0000902664-24-005998	021-527837               	25-OCT-2024		X0708	D	LIVE		
0001964780-24-000001	021-527836               	25-OCT-2024		X0708	D	LIVE		
0001980335-24-000003	021-527835               	25-OCT-2024		X0708	D	LIVE		
0002042300-24-000001	021-527834               	25-OCT-2024		X0708	D	LIVE		
0001952624-24-000001	021-463284               	25-OCT-2024		X0708	D/A	LIVE		
0002034906-24-000001	021-527833               	25-OCT-2024		X0708	D	LIVE		
0002042618-24-000001	021-527832               	25-OCT-2024		X0708	D	LIVE		
0002042365-24-000001	021-527831               	25-OCT-2024		X0708	D	LIVE		
0001936225-24-000001	021-451001               	25-OCT-2024		X0708	D/A	LIVE		
0001785137-24-000001	021-352064               	25-OCT-2024		X0708	D/A	LIVE		
0001921742-24-000002	021-527830               	25-OCT-2024		X0708	D	LIVE		
0002041956-24-000002	021-527575               	25-OCT-2024		X0708	D/A	LIVE		
0001935895-24-000001	021-450994               	25-OCT-2024		X0708	D/A	LIVE		
0002010753-24-000002	021-503735               	25-OCT-2024		X0708	D/A	LIVE		
0001882981-24-000001	021-414507               	25-OCT-2024		X0708	D/A	LIVE		
0001972530-24-000002	021-527829               	25-OCT-2024		X0708	D	LIVE		
0001868503-24-000001	021-404301               	25-OCT-2024		X0708	D/A	LIVE		
0001644516-24-000014	021-527828               	25-OCT-2024	4812	X0708	D	LIVE		
0001787194-24-000001	021-347985               	25-OCT-2024		X0708	D/A	LIVE		
0002024824-24-000001	021-527827               	25-OCT-2024		X0708	D	LIVE		
0002042404-24-000001	021-527826               	25-OCT-2024		X0708	D	LIVE		
0002042081-24-000001	021-527825               	25-OCT-2024		X0708	D	LIVE		
0002042095-24-000001	021-527824               	25-OCT-2024		X0708	D	LIVE		
0002021846-24-000001	021-527823               	25-OCT-2024		X0708	D	LIVE		
0001200876-24-000026	021-527822               	25-OCT-2024		X0708	D	LIVE		
0001756019-24-000001	021-323627               	25-OCT-2024		X0708	D/A	LIVE		
